ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,BURNSIDE PRE-SCHOOL ACCOUNT,05/07/2024,2886.96 ,MANDATORY AWARDS,V002270863
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,BUTTERCUPS PRIVATE DAY NURSERY,05/07/2024,8760.00 ,MANDATORY AWARDS,V002270864
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,BUTTERCUPS PRIVATE DAY NURSERY,05/07/2024,8760.00 ,MANDATORY AWARDS,V002270864
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,BUTTONS AND BOWS PLAYGROUP,05/07/2024,3126.00 ,MANDATORY AWARDS,V002270865
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,BUTTONS AND BOWS PLAYGROUP,05/07/2024,3126.00 ,MANDATORY AWARDS,V002270865
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CABBAGE PATCH PRESCHOOL,05/07/2024,6380.17 ,MANDATORY AWARDS,V002270866
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CABBAGE PATCH PRESCHOOL,05/07/2024,6380.17 ,MANDATORY AWARDS,V002270866
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CASTLETON COMMUNITY PLAYGROUP,05/07/2024,994.95 ,MANDATORY AWARDS,V002270867
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CASTLETON COMMUNITY PLAYGROUP,05/07/2024,994.95 ,MANDATORY AWARDS,V002270867
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CHANNINGS CHILDCARE LTD KINGSWAY,05/07/2024,4120.49 ,MANDATORY AWARDS,V002270868
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CHANNINGS EARLY YEARS SCHOOL,05/07/2024,4689.36 ,MANDATORY AWARDS,V002270869
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CHANNINGS EARLY YEARS SCHOOL,05/07/2024,4689.36 ,MANDATORY AWARDS,V002270869
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,EDU PLAY LIMITED,05/07/2024,4754.88 ,MANDATORY AWARDS,V002270870
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,EDU PLAY LIMITED,05/07/2024,4754.88 ,MANDATORY AWARDS,V002270870
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,COSY TOES PRIVATE DAY NURSERY,05/07/2024,3549.00 ,MANDATORY AWARDS,V002270871
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,COSY TOES PRIVATE DAY NURSERY,05/07/2024,3549.00 ,MANDATORY AWARDS,V002270871
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,COSY TOES PRIVATE DAY NURSERY,05/07/2024,5303.52 ,MANDATORY AWARDS,V002270872
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,COSY TOES PRIVATE DAY NURSERY,05/07/2024,5303.52 ,MANDATORY AWARDS,V002270872
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CLOVERLEAF CHILDCARE LTD,05/07/2024,5785.23 ,MANDATORY AWARDS,V002270873
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CLOVERLEAF CHILDCARE LTD,05/07/2024,5785.23 ,MANDATORY AWARDS,V002270873
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CRECHE N CO LIMITED,05/07/2024,3313.30 ,MANDATORY AWARDS,V002270874
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CRESCENT DAY NURSERY,05/07/2024,4626.48 ,MANDATORY AWARDS,V002270875
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CRESCENT NURSERY SPOTLAND,05/07/2024,3460.80 ,MANDATORY AWARDS,V002270876
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CRIMBLE CROFT PLAYGROUP,05/07/2024,4764.24 ,MANDATORY AWARDS,V002270877
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CRIMBLE CROFT PLAYGROUP,05/07/2024,4764.24 ,MANDATORY AWARDS,V002270877
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CUTGATE PLAYGROUP,05/07/2024,2789.16 ,MANDATORY AWARDS,V002270878
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,CUTGATE PLAYGROUP,05/07/2024,2789.16 ,MANDATORY AWARDS,V002270878
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,DAISY CHAINS PRIVATE NURSERY,05/07/2024,7031.52 ,MANDATORY AWARDS,V002270879
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,DAISY CHAINS PRIVATE NURSERY,05/07/2024,7031.52 ,MANDATORY AWARDS,V002270879
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,DUCKLINGS LTD,05/07/2024,2460.29 ,MANDATORY AWARDS,V002270880
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,ELM STREET PRE SCHOOL CIC,05/07/2024,1996.92 ,MANDATORY AWARDS,V002270881
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,FIRST STEPS NURSERY,05/07/2024,3351.24 ,MANDATORY AWARDS,V002270882
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,FIRST STEPS NURSERY,05/07/2024,3351.24 ,MANDATORY AWARDS,V002270882
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,FISHERFIELD FARM NURSERY LTD,05/07/2024,5029.92 ,MANDATORY AWARDS,V002270883
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,FISHERFIELD FARM NURSERY LTD,05/07/2024,5029.92 ,MANDATORY AWARDS,V002270883
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,FISHERFIELD FARM NURSERY,05/07/2024,6733.40 ,MANDATORY AWARDS,V002270884
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,FISHERFIELD CHILDCARE,05/07/2024,6793.20 ,MANDATORY AWARDS,V002270885
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,FISHERFIELD FARM MIDDLETON,05/07/2024,6635.52 ,MANDATORY AWARDS,V002270886
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,05/07/2024,5350.04 ,MANDATORY AWARDS,V002270887
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,HAPPY JACKS CHILDREN DAY NURSERY LTD,05/07/2024,4957.20 ,MANDATORY AWARDS,V002270888
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,HAPPY JACKS CHILDREN DAY NURSERY LTD,05/07/2024,4957.20 ,MANDATORY AWARDS,V002270888
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,HOLLINS NURSERY CIC,05/07/2024,3529.44 ,MANDATORY AWARDS,V002270889
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,HAPPYTOTS,05/07/2024,8889.30 ,MANDATORY AWARDS,V002270890
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,HAPPYTOTS,05/07/2024,8889.30 ,MANDATORY AWARDS,V002270890
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,HOPWOOD HOUSE DAY NURSERY,05/07/2024,7711.35 ,MANDATORY AWARDS,V002270891
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,HOPWOOD PARK PLAYGROUP,05/07/2024,1188.00 ,MANDATORY AWARDS,V002270892
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,HOPWOOD PARK PLAYGROUP,05/07/2024,1188.00 ,MANDATORY AWARDS,V002270892
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,LAROCHE DAYCARE NURSERY,05/07/2024,9146.40 ,MANDATORY AWARDS,V002270893
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,LAROCHE DAYCARE NURSERY,05/07/2024,9146.40 ,MANDATORY AWARDS,V002270893
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,LITTLE GEMS PDN,05/07/2024,6477.12 ,MANDATORY AWARDS,V002270894
ROCHDALE BOROUGH COUNCIL,05/07/2024,EARLY HELP AND SCHOOLS,LITTLE OAKS HEYWOOD,05/07/2024,2719.20 ,MANDATORY AWARDS,V002270895
