ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,"86,252.14 ",PROFESSIONAL FEES,V002405072
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,"75,738.61 ",CONTRACTS,V002405077
ROCHDALE BOROUGH COUNCIL,02-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,02-Jun-25,"2,307.82 ","TREES, SHRUBS, PLANTS",V002405154
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,20-Jun-25,272.00 ,REPAIRS & ALTS OF BUILDINGS,V002405206
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,20-Jun-25,38.00 ,REPAIRS & ALTS OF BUILDINGS,V002405206
ROCHDALE BOROUGH COUNCIL,20-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,20-Jun-25,106.00 ,REPAIRS & ALTS OF BUILDINGS,V002405206
ROCHDALE BOROUGH COUNCIL,16-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,16-Jun-25,"6,435.00 ",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002405287
ROCHDALE BOROUGH COUNCIL,02-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,02-Jun-25,"43,743.59 ",CONSULTANTS FEES,V002405303
ROCHDALE BOROUGH COUNCIL,18-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,18-Jun-25,23.82 ,PRINTING & STATIONERY,V002405354
ROCHDALE BOROUGH COUNCIL,18-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,18-Jun-25,47.64 ,PRINTING & STATIONERY,V002405354
ROCHDALE BOROUGH COUNCIL,05-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05-Jun-25,993.18 ,FOSTER PARENTS BASIC ALLOWANCE,V002405449
ROCHDALE BOROUGH COUNCIL,19-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,19-Jun-25,33.45 ,PROPERTY - WORKS ELEMENT,V002405552
ROCHDALE BOROUGH COUNCIL,27-Jun-25,PUBLIC HEALTH,REDACTED - PERSONAL DATA,27-Jun-25,375.00 ,PH BUSINESS CASES,V002405558
ROCHDALE BOROUGH COUNCIL,27-Jun-25,PUBLIC HEALTH,REDACTED - PERSONAL DATA,27-Jun-25,"19,875.00 ",PH BUSINESS CASES,V002405559
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,8.62 ,EQUIPMENT - GENERAL,V002405615
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,12.52 ,EQUIPMENT - GENERAL,V002405616
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,"39,742.50 ",PROFESSIONAL FEES,V002406390
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,"1,023.49 ",PROFESSIONAL FEES,V002406390
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,"2,695.09 ",PROFESSIONAL FEES,V002406390
ROCHDALE BOROUGH COUNCIL,25-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,25-Jun-25,400.00 ,ACTIVITIES,V002406451
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,"2,638.21 ","TREES, SHRUBS, PLANTS",V002407204
ROCHDALE BOROUGH COUNCIL,17-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,17-Jun-25,"3,922.54 ",CONTRACTED SERVICES,V002408682
ROCHDALE BOROUGH COUNCIL,05-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,05-Jun-25,"2,250.00 ",PURCHASE OF FURNITURE AND EQUIPMENT,V002408806
ROCHDALE BOROUGH COUNCIL,05-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,05-Jun-25,15.00 ,PURCHASE OF FURNITURE AND EQUIPMENT,V002408806
ROCHDALE BOROUGH COUNCIL,18-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,18-Jun-25,"-3,988.35 ",SOFTWARE,V002408824
ROCHDALE BOROUGH COUNCIL,02-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,02-Jun-25,218.46 ,TRANSACTIONS-EXPENDITURE,V002408980
ROCHDALE BOROUGH COUNCIL,02-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,02-Jun-25,17.38 ,VEHICLE MAINTENANCE,V002408980
ROCHDALE BOROUGH COUNCIL,05-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,05-Jun-25,90.00 ,REPAIRS & ALTS OF BUILDINGS,V002408994
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,890.34 ,REPAIRS & ALTS OF BUILDINGS,V002409083
ROCHDALE BOROUGH COUNCIL,06-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,06-Jun-25,365.30 ,PROPERTY - WORKS ELEMENT,V002409084
ROCHDALE BOROUGH COUNCIL,06-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,06-Jun-25,162.74 ,HIGHWAYS CONTRACT,V002409113
ROCHDALE BOROUGH COUNCIL,12-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,12-Jun-25,60.00 ,MATERIAL - GENERAL,V002409142
ROCHDALE BOROUGH COUNCIL,09-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,09-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409166
ROCHDALE BOROUGH COUNCIL,17-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,17-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409167
ROCHDALE BOROUGH COUNCIL,17-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,17-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409167
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,"5,630.88 ",CONTRACTS,V002409371
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409372
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409373
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409374
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409375
ROCHDALE BOROUGH COUNCIL,20-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,20-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409376
ROCHDALE BOROUGH COUNCIL,20-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,20-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409377
ROCHDALE BOROUGH COUNCIL,20-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,20-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409378
ROCHDALE BOROUGH COUNCIL,20-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,20-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409383
ROCHDALE BOROUGH COUNCIL,20-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,20-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409385
ROCHDALE BOROUGH COUNCIL,20-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,20-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002409386
ROCHDALE BOROUGH COUNCIL,10-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,10-Jun-25,110.97 ,PROPERTY - WORKS ELEMENT,V002409653
ROCHDALE BOROUGH COUNCIL,06-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,06-Jun-25,21.10 ,PROPERTY - WORKS ELEMENT,V002409654
ROCHDALE BOROUGH COUNCIL,09-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,09-Jun-25,40.03 ,MAINTENANCE,V002409662
ROCHDALE BOROUGH COUNCIL,12-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,12-Jun-25,247.54 ,PROVISIONS,V002409696
ROCHDALE BOROUGH COUNCIL,09-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,09-Jun-25,"1,467.00 ","TREES, SHRUBS, PLANTS",V002409698
ROCHDALE BOROUGH COUNCIL,09-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,09-Jun-25,489.39 ,"TREES, SHRUBS, PLANTS",V002409698
ROCHDALE BOROUGH COUNCIL,23-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,23-Jun-25,"17,175.16 ",ROADWORKS,V002409741
ROCHDALE BOROUGH COUNCIL,26-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,26-Jun-25,"2,791.00 ",OTHER EST - SEN PROVISION,V002411493
ROCHDALE BOROUGH COUNCIL,09-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,09-Jun-25,"9,789.55 ",HOME CARE SPOT PURCHASES,V002411574
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,-50.61 ,PROVISIONS,V002413877
ROCHDALE BOROUGH COUNCIL,06-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,06-Jun-25,600.00 ,PROPERTY - WORKS ELEMENT,V002413903
ROCHDALE BOROUGH COUNCIL,02-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,02-Jun-25,2.25 ,AGENCY STAFF,V002413912
ROCHDALE BOROUGH COUNCIL,23-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,23-Jun-25,"4,512.00 ",CONSULTANTS FEES,V002413913
ROCHDALE BOROUGH COUNCIL,09-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,09-Jun-25,210.72 ,REPAIRS & ALTS OF BUILDINGS,V002413954
ROCHDALE BOROUGH COUNCIL,03-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,03-Jun-25,300.00 ,OTHER LA`S - SEN PROVISION,V002414006
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,"8,558.90 ",OTHER EST - SEN PROVISION,V002414098
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,478.61 ,OTHER EST - SEN PROVISION,V002414098
ROCHDALE BOROUGH COUNCIL,05-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,05-Jun-25,75.00 ,ACTIVITIES,V002414149
ROCHDALE BOROUGH COUNCIL,09-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,09-Jun-25,35.94 ,BUILDING MATERIALS,V002414162
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,135.49 ,WATER CHARGES,V002414163
ROCHDALE BOROUGH COUNCIL,03-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,03-Jun-25,"15,064.42 ",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002414203
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002414231
ROCHDALE BOROUGH COUNCIL,27-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,27-Jun-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002414232
ROCHDALE BOROUGH COUNCIL,09-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,09-Jun-25,"1,385.89 ",ROAD SAFETY,V002414254
ROCHDALE BOROUGH COUNCIL,02-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,02-Jun-25,220.50 ,TRANSACTIONS-EXPENDITURE,V002414334
ROCHDALE BOROUGH COUNCIL,02-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,02-Jun-25,245.37 ,VEHICLE MAINTENANCE,V002414335
ROCHDALE BOROUGH COUNCIL,02-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,02-Jun-25,307.20 ,TRANSACTIONS-EXPENDITURE,V002414336
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,55.00 ,TRANSACTIONS-EXPENDITURE,V002414337
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,13.50 ,TRANSACTIONS-EXPENDITURE,V002414337
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,12.50 ,TRANSACTIONS-EXPENDITURE,V002414337
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,313.34 ,TRANSACTIONS-EXPENDITURE,V002414338
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,193.80 ,VEHICLE MAINTENANCE,V002414339
ROCHDALE BOROUGH COUNCIL,06-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,06-Jun-25,88.92 ,MAINTENANCE,V002414341
ROCHDALE BOROUGH COUNCIL,05-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,05-Jun-25,570.00 ,TELEPHONE EXPENDITURE,V002414344
ROCHDALE BOROUGH COUNCIL,19-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,19-Jun-25,"9,384.44 ",CONSULTANTS FEES,V002414347
ROCHDALE BOROUGH COUNCIL,05-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,05-Jun-25,"112,640.90 ",EXPENSES - GENERAL,V002414348
ROCHDALE BOROUGH COUNCIL,05-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,05-Jun-25,"2,481.50 ",EXPENSES - GENERAL,V002414348
ROCHDALE BOROUGH COUNCIL,05-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,05-Jun-25,454.00 ,INPUT VAT -  ADJUSTMENTS,V002414348
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,146.00 ,EQUIPMENT - GENERAL,V002414427
ROCHDALE BOROUGH COUNCIL,06-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,06-Jun-25,93.45 ,PROPERTY - WORKS ELEMENT,V002414435
ROCHDALE BOROUGH COUNCIL,11-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,11-Jun-25,"5,100.00 ",MINOR BUILDING WORKS,V002414450
ROCHDALE BOROUGH COUNCIL,11-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,11-Jun-25,"3,400.00 ",MINOR BUILDING WORKS,V002414450
ROCHDALE BOROUGH COUNCIL,05-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,05-Jun-25,10.02 ,BUILDING MATERIALS,V002414464
ROCHDALE BOROUGH COUNCIL,02-Jun-25,PUBLIC HEALTH,REDACTED - PERSONAL DATA,02-Jun-25,456.26 ,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V002414477
ROCHDALE BOROUGH COUNCIL,05-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,05-Jun-25,580.00 ,TELEPHONE EXPENDITURE,V002415190
ROCHDALE BOROUGH COUNCIL,11-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,11-Jun-25,924.69 ,FOSTER PARENTS BASIC ALLOWANCE,V002415281
ROCHDALE BOROUGH COUNCIL,02-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,02-Jun-25,"1,100.00 ",SUBSCRIPTIONS,V002415371
ROCHDALE BOROUGH COUNCIL,02-Jun-25,PUBLIC HEALTH,REDACTED - PERSONAL DATA,02-Jun-25,700.00 ,ACTIVITIES,V002415372
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,282.00 ,CONSULTANTS FEES,V002415382
ROCHDALE BOROUGH COUNCIL,02-Jun-25,COMMISSIONING AND STATUTORY,REDACTED - PERSONAL DATA,02-Jun-25,"2,900.00 ",CONSULTANT FEES,V002415385
ROCHDALE BOROUGH COUNCIL,11-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,11-Jun-25,669.60 ,EXTERNAL CONTRACTED PRINTING,V002415387
ROCHDALE BOROUGH COUNCIL,03-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,03-Jun-25,50.00 ,UNDERTAKER COSTS AD-HOC,V002415391
ROCHDALE BOROUGH COUNCIL,06-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,06-Jun-25,82.09 ,PROVISIONS,V002415870
ROCHDALE BOROUGH COUNCIL,02-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,02-Jun-25,"1,315.14 ",PRINTING & STATIONERY,V002415871
ROCHDALE BOROUGH COUNCIL,02-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,02-Jun-25,"5,539.33 ",POSTAGE,V002415872
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,122.00 ,EQUIPMENT - GENERAL,V002415873
ROCHDALE BOROUGH COUNCIL,02-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,02-Jun-25,350.00 ,PHOTOGRAPHY,V002415874
ROCHDALE BOROUGH COUNCIL,02-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,02-Jun-25,30.00 ,PRINTING & STATIONERY,V002415877
ROCHDALE BOROUGH COUNCIL,02-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,02-Jun-25,948.10 ,MAINTENANCE,V002415878
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,304.04 ,BUILDING MATERIALS,V002415879
ROCHDALE BOROUGH COUNCIL,11-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,11-Jun-25,48.06 ,BUILDING MATERIALS,V002415880
ROCHDALE BOROUGH COUNCIL,04-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,04-Jun-25,11.76 ,MATERIAL - GENERAL,V002415881
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,36.17 ,PROVISIONS,V002415882
ROCHDALE BOROUGH COUNCIL,11-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,11-Jun-25,81.61 ,PROVISIONS,V002415883
ROCHDALE BOROUGH COUNCIL,02-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,02-Jun-25,"7,284.16 ",MINOR BUILDING WORKS,V002415884
ROCHDALE BOROUGH COUNCIL,02-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,02-Jun-25,"5,747.22 ",MINOR BUILDING WORKS,V002415885
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,"1,848.06 ","DEV CAP - NEW CONSTRUCTION,CONVERSION",V002415886
ROCHDALE BOROUGH COUNCIL,02-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,02-Jun-25,"15,002.00 ",LICENCE,V002415887
ROCHDALE BOROUGH COUNCIL,06-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,06-Jun-25,"1,173.94 ",MATERIAL - GENERAL,V002415888
ROCHDALE BOROUGH COUNCIL,02-Jun-25,COMMISSIONING AND STATUTORY,REDACTED - PERSONAL DATA,02-Jun-25,"2,400.00 ",CONSULTANT FEES,V002415889
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,24.03 ,PRINTING & STATIONERY,V002415891
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,10.58 ,ARTS & CRAFTS,V002415892
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,17.99 ,ARTS & CRAFTS,V002415892
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,5.39 ,ARTS & CRAFTS,V002415892
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,3.27 ,ARTS & CRAFTS,V002415892
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,9.99 ,ARTS & CRAFTS,V002415892
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,64.50 ,EXPENSES - GENERAL,V002415893
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,111.60 ,HEALTH AND SAFETY,V002415894
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,25.55 ,HEALTH AND SAFETY,V002415894
ROCHDALE BOROUGH COUNCIL,03-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,03-Jun-25,"1,152.74 ",HIGHWAYS CONTRACT,V002415895
ROCHDALE BOROUGH COUNCIL,03-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,03-Jun-25,761.40 ,HIGHWAYS CONTRACT,V002415895
ROCHDALE BOROUGH COUNCIL,02-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,02-Jun-25,77.20 ,PROVISIONS,V002415897
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,"1,316.00 ",HOME CARE - CHILDRENS SERVICES,V002415898
ROCHDALE BOROUGH COUNCIL,02-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,02-Jun-25,"1,757.58 ",CONSULTANTS FEES,V002415899
ROCHDALE BOROUGH COUNCIL,02-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,02-Jun-25,"20,902.00 ",TRANSACTIONS-EXPENDITURE,V002415900
ROCHDALE BOROUGH COUNCIL,02-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,02-Jun-25,"4,445.55 ","DEV CAP - NEW CONSTRUCTION,CONVERSION",V002415901
ROCHDALE BOROUGH COUNCIL,03-Jun-25,COMMISSIONING AND STATUTORY,REDACTED - PERSONAL DATA,03-Jun-25,"4,725.00 ",CONSULTANT FEES,V002415951
ROCHDALE BOROUGH COUNCIL,06-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,06-Jun-25,"3,872.00 ",FEES / COMMISSION,V002415952
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,6.99 ,CLEANING MATERIALS,V002415954
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,9.80 ,CLEANING MATERIALS,V002415954
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,15.00 ,CLEANING MATERIALS,V002415954
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,8.20 ,CLEANING MATERIALS,V002415954
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,4.25 ,CLEANING MATERIALS,V002415954
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,41.95 ,CLEANING MATERIALS,V002415954
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,4.80 ,CLEANING EQUIPMENT,V002415954
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,2.54 ,CLEANING EQUIPMENT,V002415954
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,9.50 ,CLEANING EQUIPMENT,V002415954
ROCHDALE BOROUGH COUNCIL,03-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,03-Jun-25,15.00 ,CLEANING EQUIPMENT,V002415954
